************************************
*   Event  *     PH    *    ToF    *
*   132871 * 139.51727 * 71.765014 *
*   132872 * 139.35044 * 71.548980 *
*   132875 * 139.67283 * 71.269989 *
*   132887 * 99.466476 * 71.828369 *
*   132900 * 139.28082 * 71.589599 *
*   132904 * 139.17552 * 71.801422 *
*   132910 * 139.28442 * 71.532501 *
*   132913 * 139.24226 * 71.971923 *
*   132918 * 139.29655 * 72.057128 *
*   132920 * 138.91307 * 70.853332 *
*   132927 * 139.02735 * 71.438293 *
*   132930 * 138.83648 * 71.845428 *
*   132934 * 138.38011 * 71.925720 *
*   132935 * 138.61151 * 71.554901 *
*   132940 * 139.55207 * 71.438018 *
*   132953 * 139.01878 * 72.044525 *
*   132964 * 138.51535 * 71.833923 *
*   132965 * 139.93254 * 71.830505 *
*   132967 * 139.30342 * 71.580139 *
*   132975 * 132.62597 * -356.9869 *
*   132980 * 138.30737 * 71.771911 *
*   132987 * 139.47740 * 71.688476 *
*   132995 * 139.16583 * 71.980773 *
*   133003 * 138.98797 * 71.861694 *
*   133008 * 139.56161 * 72.036377 *
*   133014 * 139.23869 *  71.90979 *
*   133016 * 138.88757 * 71.796997 *
*   133028 * 138.85649 * 71.248382 *
*   133045 * 139.31579 * 71.362152 *
*   133046 * 138.95201 * 70.661590 *
*   133050 * 139.20426 * 72.062927 *
*   133064 * 139.39610 * 71.728302 *
*   133070 * 139.42451 * 71.963104 *
*   133075 * 138.87385 * 71.299560 *
*   133078 * 139.43963 * 71.228485 *
*   133079 * 107.76551 * 72.117828 *
*   133091 * 139.40589 * 71.402099 *
*   133110 * 139.43762 * 71.434143 *
*   133117 * 139.11529 * 71.976165 *
*   133124 * 139.12094 * 72.099212 *
*   133137 * 139.18626 * 70.997283 *
*   133141 * 139.47016 * 71.348785 *
*   133148 * 139.63870 * 71.946472 *
*   133154 * 139.42579 * 71.380401 *
*   133164 * 139.33581 * 71.706420 *
*   133165 * 139.29666 * 72.483459 *
*   133166 * 139.77215 * 71.264556 *
*   133167 * 139.38172 * 71.381561 *
*   133191 * 177.80636 * 71.354339 *
*   133196 * 79.527885 * 71.869842 *
*   133197 * 79.799919 * 72.086700 *
*   133199 * 760.68432 * 74.886413 *
*   133211 * 79.512214 * 70.895019 *
*   133214 * 79.924217 * 71.380493 *
*   133217 * 79.842201 * 72.345245 *
*   133218 * 79.751464 * 72.555114 *
*   133219 * 79.899971 * 72.134918 *
*   133220 * 79.864463 * 71.720672 *
*   133222 * 79.938209 * 71.003845 *
*   133223 * 78.551849 * 71.783172 *
*   133228 * 79.609260 * 71.589447 *
*   133230 * 79.704238 * 71.072357 *
*   133231 * 79.724044 * 71.697174 *
*   133235 * 80.002037 * 72.044647 *
*   133237 * 79.927063 * 72.143432 *
*   133240 * 79.473892 * 72.596527 *
*   133242 * 79.837219 * 70.879394 *
*   133248 * 79.733482 * 71.239135 *
*   133250 * 79.488586 * 71.987487 *
*   133252 * 79.690605 * 72.622283 *
*   133255 * 80.312942 * 72.560546 *
*   133256 * 79.228530 * 71.770904 *
*   133260 * 79.551643 * 71.603027 *
*   133263 * 79.515785 * 70.760192 *
*   133268 * 79.408103 * 71.340972 *
*   133269 * 79.830635 * 72.146667 *
*   133274 * 80.131629 * 71.850067 *
*   133277 * 79.382209 * 71.923187 *
*   133282 * 79.215171 * 72.235473 *
*   133292 * 79.263679 * 72.457153 *
*   133294 * 79.634635 * 71.458587 *
*   133296 * 79.718383 * 72.056060 *
*   133298 * 79.984031 * 73.013214 *
*   133318 * 79.690147 * 71.752960 *
*   133335 * 79.474174 * 72.897460 *
*   133342 * 79.350143 * 71.385925 *
*   133348 * 79.921791 * 71.444732 *
*   133349 * 79.506370 * 70.652191 *
*   133356 * 79.609581 * 72.509704 *
*   133367 * 79.221138 * 72.629058 *
*   133369 * 79.844093 * 72.218170 *
*   133373 * 80.134857 * 71.573852 *
*   133377 * 79.669044 * 71.478698 *
*   133383 * 79.473762 * 71.831573 *
*   133385 * 80.227142 * 70.569549 *
*   133386 * 79.400520 * 72.176910 *
*   133390 * 79.492736 * 72.178070 *
*   133392 * 79.667213 * 72.382019 *
*   133393 *  79.79422 * 71.822143 *
*   133395 * 79.660209 * 72.643219 *
*   133404 * 79.846305 * 72.970306 *
*   133405 * 79.644386 * 72.945678 *
*   133407 * 79.858184 * 72.527374 *
*   133410 * 79.286788 * 71.294281 *
*   133411 * 79.709320 * 71.231292 *
*   133419 * 79.614624 * 72.069397 *
*   133423 * 79.403854 * 71.987365 *
*   133428 * 79.688499 * 70.613189 *
*   133429 * 79.450126 * 73.034851 *
*   133438 * 79.604400 * 71.576690 *
*   133440 * 79.687675 * 71.406463 *
*   133441 * 80.113136 * 72.280700 *
*   133447 * 79.438079 * 72.890350 *
*   133448 * 79.533546 * 72.914032 *
*   133449 * 79.794242 * 72.056823 *
*   133452 * 79.860649 * 70.907409 *
*   133455 * 79.654686 * 71.529602 *
*   133460 * 79.644065 *  71.77005 *
*   133470 * 55.922313 * 73.121246 *
*   133471 * 78.378715 * 72.103912 *
*   133472 * 79.535423 * 71.601379 *
*   133476 * 79.599708 * 71.362091 *
*   133479 * 79.977111 * 71.442291 *
*   133480 * 80.062965 * 71.251525 *
*   133481 * 80.030090 * 72.359252 *
*   133485 * 80.167579 * 72.747955 *
*   133489 * 79.560188 * 72.651001 *
*   133493 * 79.611183 * 72.360015 *
*   133499 * 79.196632 * 72.826293 *
*   133500 * 79.659118 * 71.137329 *
*   133510 * 79.820938 * 71.761077 *
*   133511 * 79.660270 * 71.257904 *
*   133515 * 79.773811 * 71.350250 *
*   133526 * 79.849929 * 72.056091 *
*   133536 * 79.943077 * 72.398101 *
*   133544 * 79.650886 * 71.585449 *
*   133546 * 79.808540 * -824.9002 *
*   133556 * 80.023483 * 72.394409 *
*   133561 * 79.823150 * 73.042511 *
*   133564 * 79.560554 * 72.078674 *
*   133572 * 79.824211 * 71.008026 *
*   133573 * 79.809852 * 72.064880 *
*   133575 * 79.446235 * 72.345489 *
*   133576 * 79.740074 * 71.402618 *
*   133577 * 79.818885 * 71.900054 *
*   133582 * 79.546989 * 73.761230 *
*   133586 * 32.186428 * 74.517486 *
*   133597 * 79.156692 * 72.514221 *
*   133602 * 79.636253 * 72.192718 *
*   133604 * 79.769226 * 72.376403 *
*   133614 * 79.569526 * 71.924163 *
*   133622 * 79.343536 * 75.571624 *
*   133626 * 79.745109 * 71.455749 *
*   133638 * 80.057716 * 71.724426 *
*   133642 * 79.732513 * 72.928741 *
*   133648 * 79.244064 * 73.383606 *
*   133649 * 79.438903 * 73.286651 *
*   133652 * 79.590621 * 71.513946 *
*   133653 * 79.790275 * 70.460235 *
*   133654 * 79.089164 * 71.332000 *
*   133659 * 79.583793 * 56.545623 *
*   133663 * 79.421173 * 73.045349 *
*   133675 * 79.711807 * 72.041229 *
*   133677 * 79.782920 * 72.172363 *
*   133683 * 79.364387 * 73.650512 *
*   133685 * 79.622009 * 71.627624 *
*   133686 * 79.381904 * 70.881927 *
*   133692 * 31.131534 * 72.651886 *
*   133697 * 79.181755 * 72.993316 *
*   133698 * 79.591842 * 71.420562 *
*   133714 * 79.776222 * 71.881042 *
*   133719 * 79.455894 * 71.687988 *
*   133722 * 79.797554 * 73.159393 *
*   133728 * 79.633132 * 71.658355 *
*   133736 * 79.985939 * 72.133361 *
*   133748 * 79.540435 * 71.619049 *
*   133749 * 79.559104 * 72.487762 *
*   133754 * 79.294036 * 72.631561 *
*   133759 * 79.370567 * 72.241241 *
*   133763 * 79.442878 * 71.121704 *
*   133768 * 80.037002 * 193.21908 *
*   133773 * 79.260818 * -794.0169 *
*   133788 * 79.720428 * 71.652435 *
*   133791 * 79.686225 * 72.001312 *
*   133793 * 79.475189 * 71.645202 *
*   133804 * 79.272468 * 72.258941 *
*   133816 * 79.770607 * 71.896972 *
*   133823 * 79.583831 * 73.052734 *
*   133825 * 79.351234 * 71.904388 *
*   133836 * 79.960670 *  72.50177 *
*   133840 * 78.444389 * 71.976104 *
*   133842 * 79.374679 * 71.615387 *
*   133844 * 79.420700 * 73.283386 *
*   133850 * 78.502365 * 71.885131 *
*   133852 * 79.818092 * 72.656097 *
*   133855 * 79.276786 * 72.667297 *
*   133860 * 79.537033 * 72.609283 *
*   133862 * 79.923751 * 71.578399 *
*   133864 * 79.937789 * 72.035247 *
*   133869 * 79.952270 * 71.698638 *
*   133871 * 79.537162 * 73.382141 *
*   133875 * 79.947219 * 72.501739 *
*   133885 * 80.057045 * 71.303894 *
*   133886 * 79.655715 * 71.566345 *
*   133889 * 79.731216 * 71.092712 *
*   133892 * 79.243423 * 58.643096 *
*   133894 * 79.676330 * 72.182983 *
*   133898 * 80.090728 * 72.204406 *
*   133901 * 79.504592 * 72.651306 *
*   133904 * 79.687812 * 70.949340 *
*   133907 * 79.055801 * 72.373992 *
*   133910 * 79.702568 * 72.007995 *
*   133914 * 79.778999 * 72.172241 *
*   133916 *  80.06073 * -1241.275 *
*   133920 * 79.673767 * -363.1155 *
*   133921 * 79.683631 * 72.016815 *
*   133924 * 79.723182 * 70.404968 *
*   133926 * 79.633972 * 72.620727 *
*   133929 * 79.462806 * 73.505798 *
*   133930 * 79.874450 * 72.611236 *
*   133932 * 79.282669 * -533.0882 *
*   133934 * 79.669136 * 72.234497 *
*   133938 * 79.812995 * 74.336486 *
*   133943 * 79.559455 * 71.994903 *
*   133950 * 79.685737 * 72.697845 *
*   133951 * 79.227836 * 71.798217 *
*   133954 * 80.122818 * 72.430450 *
*   133958 * 79.766670 * 71.790924 *
*   133961 * 79.348716 * 71.085540 *
*   133966 * 79.821121 * 71.168212 *
*   133969 * 79.283393 * 72.590393 *
*   133975 * 79.312912 * 72.292968 *
*   133977 * 79.520378 * 71.347320 *
*   133978 * 79.926109 * 71.361999 *
*   133981 * 79.455421 * 72.821228 *
*   133984 * 80.220367 * 72.417572 *
*   133987 * 79.641197 * -1089.928 *
*   133990 * 79.738647 * 72.777496 *
*   133993 * 79.910438 * 71.885894 *
*   133994 * 79.586799 * 71.126159 *
*   133997 * 79.364227 * 72.024627 *
*   134001 * 79.531097 * 72.229126 *
*   134005 * 79.526466 * 71.228668 *
*   134012 * 79.922309 * 71.395019 *
*   134025 * 79.835365 * 71.442230 *
*   134030 * 79.752594 *  72.12146 *
*   134036 * 79.478988 * 72.738098 *
*   134037 * 79.528175 * 71.936554 *
*   134041 * 79.589904 * 71.942657 *
*   134047 * 79.718009 * 73.355407 *
*   134051 * 79.322952 * 71.440979 *
*   134052 * 79.605041 * 70.969116 *
*   134053 * 79.664062 * 71.632110 *
*   134064 * 79.733200 * 72.265594 *
*   134066 * 79.855255 * 72.081329 *
*   134070 * 79.889930 * 71.138763 *
*   134071 * 79.452545 * 72.642578 *
*   134072 * 79.432937 * 71.370910 *
*   134086 * 79.834487 * 70.689025 *
*   134087 * 79.009239 * 72.150482 *
*   134092 * 79.100761 * 73.512725 *
*   134093 * 80.045532 * 72.840881 *
*   134102 * 79.621147 * 71.006805 *
*   134105 * 79.578506 * 71.705474 *
*   134106 * 79.478408 * 72.675537 *
*   134108 * 79.145774 * 71.719604 *
*   134114 * 79.454826 * 70.811096 *
*   134115 * 79.576881 * 71.867248 *
*   134121 * 80.543594 * 72.380493 *
*   134130 * 79.981704 * 71.854553 *
*   134132 * 79.955436 * 72.870697 *
*   134136 * 80.145141 * 71.704589 *
*   134139 * 79.759994 * 72.683105 *
*   134141 * 79.910888 * 72.183258 *
*   134142 * 79.465484 * 72.179748 *
*   134146 * 79.806198 * 72.073547 *
*   134149 * 79.381439 * 71.049896 *
*   134152 * 79.908638 * 72.094574 *
*   134164 * 79.672370 * 71.760223 *
*   134168 * 80.082496 * 72.118591 *
*   134171 * 79.090278 * 71.989471 *
*   134180 * 79.398727 * 71.965850 *
*   134181 * 79.814750 *  72.79953 *
*   134190 * 79.577659 *  72.35672 *
*   134191 * 79.401504 * -546.7963 *
*   134195 * 79.037254 * 72.677215 *
*   134199 * 80.070106 * 71.693817 *
*   134200 * 80.262664 * 70.539764 *
*   134202 * 79.325187 * 72.955017 *
*   134205 * 79.381332 * 72.205596 *
*   134208 * 79.888946 * 71.426422 *
*   134209 * 79.383552 * 71.975585 *
*   134212 * 79.701820 * 72.161163 *
*   134213 * 79.911903 * 71.527679 *
*   134218 * 79.437675 * 72.226623 *
*   134219 * 79.502983 * 71.844574 *
*   134221 * 79.363945 * 73.515899 *
*   134230 * 79.392997 * 71.852172 *
*   134231 * 79.257034 * 70.760711 *
*   134233 * 79.267471 * 72.889801 *
*   134235 * 79.511047 * 72.184448 *
*   134238 * 79.047340 * 72.040008 *
*   134240 * 79.666442 * 71.806915 *
*   134243 * 79.284767 * 71.767364 *
*   134244 * 79.845550 * 70.418579 *
*   134246 * 79.830429 * 71.200134 *
*   134247 * 79.910888 * 72.257751 *
*   134249 * 79.341926 * 71.803405 *
*   134250 * 79.506019 * 72.595001 *
*   134252 * 80.173156 * 71.674194 *
*   134253 * 79.249885 * 71.164642 *
*   134259 * 79.691391 * 71.917907 *
*   134262 * 80.040741 * 72.176910 *
*   134266 * 79.340454 * 72.382263 *
*   134267 * 79.459938 * 84.640808 *
*   134271 * 79.657913 * 72.219451 *
*   134274 * 79.980110 * 72.766052 *
*   134277 * 79.672233 * 72.283996 *
*   134283 * 79.897666 * 71.598358 *
*   134284 * 79.913230 * 72.024780 *
*   134285 * 79.690994 * 71.930542 *
*   134288 * 79.710067 * 71.567291 *
*   134289 * 80.454887 * 72.015136 *
*   134291 * 79.907569 * 72.236602 *
*   134298 * 79.136604 * 70.491546 *
*   134305 * 79.402259 * 71.773742 *
*   134314 * 79.674545 * -172.5809 *
*   134326 * 79.428237 * 72.559326 *
*   134328 * 79.699203 * 72.218902 *
*   134332 * 79.477737 * 71.635864 *
*   134337 * 79.973396 * 72.129547 *
*   134344 * 79.812316 * 71.279754 *
*   134345 * 79.059654 * 73.299743 *
*   134346 * 79.366333 * -1324.711 *
*   134347 * 79.154365 * 71.160491 *
*   134348 * 79.608612 * 70.598480 *
*   134351 * 79.628479 * 71.658294 *
*   134359 * 79.527694 * 71.655578 *
*   134361 * 79.537971 * 71.810302 *
*   134367 * 767.99578 * 60.766540 *
*   134370 * 79.517898 * 72.026153 *
*   134374 * 79.806999 * 71.499725 *
*   134379 * 79.820732 * 72.144897 *
*   134381 * 79.874671 * 70.575195 *
*   134383 * 79.732048 * 72.529449 *
*   134385 * 79.477699 * 70.547821 *
*   134387 * 80.222763 * 72.837524 *
*   134388 * 79.827133 * 72.649261 *
*   134390 * 79.742874 * 72.688659 *
*   134391 * 80.157936 * 72.315155 *
*   134398 * 79.699035 * 72.483795 *
*   134401 *  79.83255 * 71.898162 *
*   134402 * 79.736740 * 71.271362 *
*   134408 * 79.535896 * 71.233673 *
*   134410 * 79.794029 * 71.625915 *
*   134411 * 79.860298 * 71.712768 *
*   134412 * 79.505142 * 72.181671 *
*   134418 * 79.634216 * 71.812866 *
*   134422 * 79.654884 *  71.92276 *
*   134425 * 79.789833 * 71.890533 *
*   134430 * 78.970405 * 72.567779 *
*   134432 * 79.848106 * 72.410827 *
*   134434 * 79.564941 * 71.053192 *
*   134435 * 79.438499 * 71.638793 *
*   134436 * 79.833503 * 72.706298 *
*   134439 * 79.542442 * 72.112213 *
*   134440 * 79.673263 * 71.993957 *
*   134441 * 79.399948 * 72.041564 *
*   134443 * 79.673538 * 71.727203 *
*   134451 * 79.751503 * 71.325622 *
*   134454 * 79.127319 * 72.467102 *
*   134455 * 79.393997 * 71.729980 *
*   134456 *  79.78125 * 72.068389 *
*   134458 * 79.480079 * 72.021728 *
*   134459 * 79.285202 * 71.215545 *
*   134461 * 79.513801 * 72.178039 *
*   134462 * 79.202308 * 72.543792 *
*   134463 * 79.699005 * 72.480957 *
*   134464 * 79.762558 * 71.661956 *
*   134468 * 79.724090 * 71.688049 *
*   134469 * 79.466568 * 71.600921 *
*   134473 * 79.568389 * 72.327179 *
*   134474 * 79.311584 * 71.242981 *
*   134475 * 79.476608 * 71.310058 *
*   134477 * 79.512657 * 72.157043 *
*   134478 * 79.264343 * 72.052948 *
*   134482 * 79.774101 * 72.424316 *
*   134483 * 79.670845 * 71.199157 *
*   134485 * 79.223365 * 71.441497 *
*   134486 * 79.546791 * 104.79534 *
*   134487 * 79.781021 * 72.229217 *
*   134493 * 79.903579 * 70.401977 *
*   134498 * 79.548149 * 72.493804 *
*   134503 * 79.679878 * 71.517669 *
*   134504 * 79.535965 * 72.832946 *
*   134507 * 79.420684 * 73.614471 *
*   134511 * 79.954742 * 72.610473 *
*   134515 * 79.786003 * 71.485351 *
*   134518 * 79.671318 * 72.338897 *
*   134519 *  80.19384 * 71.967224 *
*   134520 *  79.45047 * 72.203064 *
*   134523 * 79.780151 * 71.882598 *
*   134524 * 79.458602 * 73.042602 *
*   134537 * 79.003685 * 72.860778 *
*   134541 * 79.110725 * 72.001312 *
*   134546 * 80.027069 * 71.100677 *
*   134547 * 79.437194 * 72.126007 *
*   134552 * 79.455215 * 71.537994 *
*   134554 * 79.650268 * 71.963775 *
*   134557 * 79.832603 * 72.512237 *
*   134562 * 79.552848 * 71.638458 *
*   134567 * 79.814880 * 72.312255 *
*   134570 * 79.982757 * 72.859741 *
*   134574 * 79.801223 * 71.118316 *
*   134581 * 79.756012 * 72.444946 *
*   134582 * 79.868904 * 70.982574 *
*   134583 * 79.802757 * 71.155975 *
*   134584 * 79.362136 * 70.931060 *
*   134585 * 79.593551 * 71.677276 *
*   134586 * 79.399513 * 72.043212 *
*   134589 * 79.858345 * 73.095977 *
*   134597 * 79.495094 * 71.960723 *
*   134599 * 79.698707 * 71.371795 *
*   134600 * 79.368797 * 72.456359 *
*   134603 * 80.030586 * 71.892669 *
*   134604 * 79.506385 * 72.580719 *
*   134605 * 80.192733 * 72.356109 *
*   134612 * 65.158248 * 57.211425 *
*   134615 * 79.802909 * 72.235107 *
*   134620 * 79.107353 * 71.715728 *
*   134621 * 79.580902 * 71.489990 *
*   134622 * 79.388855 * 72.385162 *
*   134623 * 79.156768 * 71.957275 *
*   134624 * 79.869751 * 73.102203 *
*   134626 * 79.599922 * 71.660156 *
*   134631 * 79.734336 * 72.448333 *
*   134632 * 79.773513 * 71.929260 *
*   134636 * 53.870445 * 73.269989 *
*   134637 * 79.952446 * 70.488769 *
*   134639 * 79.543396 * 71.601379 *
*   134640 * 72.111404 * 72.825561 *
*   134643 * 79.719123 * 72.111358 *
*   134644 * 79.270233 * 72.041717 *
*   134647 * 73.416191 * 73.056518 *
*   134657 * 79.951240 * 72.499298 *
*   134658 * 79.708984 * 72.408905 *
*   134659 * 79.663726 * 70.140930 *
*   134668 * 79.559997 * 70.271972 *
*   134678 * 79.864807 * 71.619049 *
*   134689 * 79.288917 * 71.818481 *
*   134690 * 79.182205 * 73.313049 *
*   134692 * 79.412612 * 70.774047 *
*   134694 * 79.332000 * 71.307006 *
*   134697 * 79.516555 * 72.247558 *
*   134698 * 80.159896 * 72.314544 *
*   134702 * 79.544586 * 72.151092 *
*   134705 * 79.929679 * 70.764587 *
*   134708 * 79.342063 * 72.739868 *
*   134709 * 79.308029 * 71.929809 *
*   134712 * 79.939193 * 70.604919 *
*   134723 * 80.001388 * 72.003967 *
*   134724 * 79.496276 * 72.134552 *
*   134725 * 79.400909 * 71.223510 *
*   134731 * 79.923545 * 72.154235 *
*   134732 * 80.134017 * 71.584625 *
*   134734 * 79.889877 * 71.729614 *
*   134739 * 79.975013 * 72.643859 *
*   134741 * 79.346168 * 72.447692 *
*   134745 * 79.945785 * 71.516143 *
*   134751 * 79.076217 * 71.808136 *
*   134752 * 79.314483 * 71.642272 *
*   134758 * 79.597045 * 71.932800 *
*   134759 * 79.637573 * 73.136718 *
*   134761 * 79.268264 * 72.038696 *
*   134762 * 79.623298 * 72.722351 *
*   134766 * 80.010284 * 71.870819 *
*   134767 * 79.616935 * 70.937377 *
*   134768 * 79.634437 * 71.159637 *
*   134776 * 79.758079 * 72.011505 *
*   134778 * 79.180671 * 71.475372 *
*   134780 * 79.669288 * 72.257659 *
*   134784 * 79.413322 * 73.019195 *
*   134788 * 79.189689 * 72.094238 *
*   134791 * 79.838775 * 73.323089 *
*   134804 * 79.566558 * 72.505218 *
*   134805 * 79.435867 * 71.429534 *
*   134808 * 79.713195 * 72.367889 *
*   134810 * 79.794059 * 73.266967 *
*   134811 * 77.310318 * 71.612182 *
*   134813 *  79.49823 * 71.681488 *
*   134815 * 79.540321 * 72.475799 *
*   134817 * 79.918571 * 71.300445 *
*   134822 * 79.796295 * 72.097656 *
*   134827 * 79.984718 * 71.524719 *
*   134829 * 79.155578 * -541.0129 *
*   134833 * 80.025459 * 70.726776 *
*   134837 * 79.582138 * 71.848877 *
*   134848 * 79.318122 * 72.721893 *
*   134851 * 79.805908 * 71.718353 *
*   134854 * 79.286468 * 72.261505 *
*   134858 * 80.012001 * 72.039672 *
*   134859 * 80.062736 * 72.586486 *
*   134879 * 79.364608 * 71.371643 *
*   134881 * 79.816375 * 72.511169 *
*   134882 * 79.691017 * 71.248596 *
*   134883 * 79.647567 * 71.637603 *
*   134885 * 79.698806 * 71.968780 *
*   134887 * 79.473060 * 71.990417 *
*   134890 * 80.077896 * 72.341827 *
*   134895 * 79.752517 * 71.618316 *
*   134897 * 79.546508 * 71.607605 *
*   134912 * 79.786209 * 72.189422 *
*   134916 * 79.277755 * 72.443267 *
*   134919 * 79.625114 * 72.530517 *
*   134924 * 80.252868 * 70.940460 *
*   134926 * 78.938125 * 72.177459 *
*   134927 * 79.246925 * 71.480804 *
*   134929 * 79.320121 * 72.077362 *
*   134930 * 79.523254 * 71.574066 *
*   134939 * 79.260810 * 70.593780 *
*   134952 * 79.362815 * 56.628326 *
*   134954 * 79.486656 * 72.175323 *
*   134958 * 79.329200 * 72.648773 *
*   134965 * 79.545845 * 72.096313 *
*   134969 * 79.429924 * 259.09671 *
*   134975 * 79.442382 * 72.019836 *
*   134977 * 79.810546 * 71.831787 *
*   134979 * 79.954887 * 72.036041 *
*   134980 * 79.322639 * 72.340026 *
*   134981 * 79.278671 * 72.339843 *
*   134982 * 79.692527 * 72.209411 *
*   134987 * 79.392189 * 71.149505 *
*   134988 * 80.308219 * 72.149627 *
*   134998 * 79.364875 * 73.541259 *
*   134999 * 79.464355 * 58.744476 *
*   135001 * 79.346450 * 72.085632 *
*   135004 * 80.076141 * 57.782836 *
*   135005 * 79.555145 * 72.849975 *
*   135011 *  79.53228 * 71.127533 *
*   135015 * 79.610229 * 71.563842 *
*   135016 * 79.708030 * 73.200439 *
*   135017 * 79.905906 * 72.729400 *
*   135021 * 79.585891 * 72.330749 *
*   135027 * 79.500061 * 71.365356 *
*   135033 * 79.545616 * 71.842041 *
*   135035 * 79.895950 * 71.612396 *
*   135038 * 79.518272 * 72.643371 *
*   135039 * 79.781944 * 72.177948 *
*   135045 * 79.664634 * 73.748870 *
*   135050 * 79.323844 * 72.508056 *
*   135053 * 80.263336 * 72.806884 *
*   135055 * 79.402404 * 71.433776 *
