============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(1,4 MeV) ==> Mylar+Aluminium( 1261 A) ==================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  163  2 ,1367406E+07   1261189E-03 -,2732E+01  ,9926E-01   ,9999944 -,0030591  ,0013438
T  164  2 ,1365019E+07   1262978E-03 -,6131E+00  ,7975E+00   ,9999929 -,0009301  ,0036559
T  165  2 ,1369572E+07   1261319E-03  ,4837E+00 -,6279E+00   ,9999979  ,0007680 -,0018845
T  166  2 ,1365882E+07   1262162E-03 -,1700E+01 -,2415E+00   ,9999940 -,0034663  ,0001864
T  167  2 ,1367694E+07   1263134E-03 -,1876E+01 -,1716E+00   ,9999897 -,0045019  ,0006119
T  168  2 ,1370437E+07   1262977E-03  ,3703E+01  ,3424E+01   ,9999668  ,0055684  ,0059475
T  169  2 ,1371964E+07   1262738E-03  ,4291E+00  ,2482E+00   ,9999985  ,0015581  ,0007031
T  170  2 ,1365744E+07   1263542E-03 -,2447E+00 -,5833E+00   ,9999946 -,0012800 -,0030193
T  171  2 ,1366541E+07   1262396E-03  ,3021E+01 -,2595E+01   ,9998873  ,0110998 -,0101100
T  172  2 ,1366275E+07   1263183E-03  ,1611E+01 -,2238E+00   ,9999969  ,0024493  ,0005106
T  173  2 ,1367532E+07   1262687E-03  ,8351E-01 -,7317E+00   ,9999977  ,0008858 -,0019285
T  174  2 ,1370919E+07   1262717E-03 -,1077E+00 -,1831E+01   ,9999844  ,0016426 -,0053435
T  175  2 ,1364222E+07   1262544E-03  ,1931E+01 -,2156E+01   ,9999641  ,0050473 -,0068037
T  176  2 ,1367376E+07   1262774E-03 -,2701E+01  ,3234E+01   ,9999729 -,0045038  ,0058195
T  177  2 ,1371446E+07   1261549E-03 -,4388E+00  ,1026E+02   ,9998361 -,0003017  ,0180995
T  178  2 ,1367527E+07   1262957E-03  ,1449E+01 -,2141E-01   ,9999948  ,0030828  ,0009806
T  179  2 ,1366066E+07   1263312E-03 -,5700E+00  ,1480E+00   ,9999981 -,0018297  ,0005974
T  180  2 ,1365790E+07   1261036E-03 -,4369E+01  ,7625E+00   ,9999920 -,0037992 -,0012260
T  181  2 ,1373241E+07   1263071E-03  ,4888E+00  ,1046E+01   ,9999935 -,0008150  ,0035127
T  182  2 ,1369380E+07   1262058E-03 -,1009E+01  ,1004E+00   ,9999996 -,0006974  ,0005062
T  183  2 ,1373523E+07   1261372E-03 -,1870E+00 -,4897E+00   ,9999981 -,0017668 -,0007671
T  184  2 ,1366677E+07   1261936E-03 -,2396E+01  ,3425E+00   ,9999821 -,0053082  ,0027650
T  185  2 ,1368389E+07   1262314E-03  ,2333E+01  ,1852E+01   ,9999967 -,0004553  ,0025272
T  186  2 ,1369574E+07   1263399E-03 -,3848E-01 -,1019E+00   ,9999981 -,0019681  ,0001425
T  187  2 ,1365649E+07   1261057E-03  ,5355E+00 -,9789E+00   ,9999976  ,0008884 -,0019912
T  188  2 ,1370266E+07   1262280E-03  ,4893E+00  ,3676E+00   ,9999952  ,0011043  ,0028896
T  189  2 ,1366296E+07   1263394E-03 -,1631E+01 -,3750E+01   ,9999758 -,0034827 -,0060288
T  190  2 ,1367411E+07   1261041E-03  ,1794E+01 -,7574E-01   ,9999931  ,0037080  ,0002573
T  191  2 ,1368838E+07   1262321E-03  ,9038E+00  ,8777E-01   ,9999996  ,0008514 -,0002006
T  192  2 ,1368790E+07   1263492E-03  ,2881E+00 -,1496E+01   ,9999897  ,0023043 -,0039200
T  193  2 ,1373258E+07   1263503E-03  ,2868E+01  ,4039E+01   ,9998712  ,0113519  ,0113433
T  194  2 ,1367902E+07   1263275E-03 -,9094E+00  ,4375E+01   ,9999824 -,0023269  ,0054664
T  195  2 ,1372985E+07   1262947E-03  ,1344E+01 -,2124E+00   ,9999980  ,0019932 -,0001646
T  196  2 ,1370215E+07   1263431E-03  ,2263E+01 -,6121E+01   ,9999601  ,0021925 -,0086545
T  197  2 ,1371265E+07   1262520E-03 -,1937E+01 -,1085E+01   ,9999983 -,0012265 -,0013473
T  198  2 ,1365116E+07   1261113E-03 -,1084E-01 -,3347E+01   ,9999959 -,0003098 -,0028297
T  199  2 ,1367301E+07   1263086E-03 -,5333E+00 -,4073E-01   ,9999976 -,0021690  ,0000886
T  200  2 ,1367789E+07   1262975E-03  ,1074E+00  ,1895E+01   ,9999961  ,0007542  ,0026836
T  201  2 ,1370955E+07   1262841E-03 -,1173E+00  ,9947E-01   ,9999995 -,0003760  ,0009518
T  202  2 ,1371874E+07   1263119E-03  ,1298E+00  ,1991E+01   ,9999945  ,0003696  ,0033016
T  203  2 ,1365219E+07   1262771E-03 -,1070E+01 -,1053E+00   ,9999787 -,0057534  ,0030958
T  204  2 ,1369183E+07   1261866E-03 -,2213E+01 -,2487E+01   ,9999934 -,0030259 -,0019993
T  205  2 ,1369513E+07   1262699E-03 -,3567E+01  ,2302E+01   ,9999919 -,0040019  ,0004665
T  206  2 ,1366700E+07   1262096E-03 -,2164E-01  ,1068E+00   ,9999998 -,0006402 -,0002485
T  207  2 ,1370965E+07   1262180E-03  ,3462E+01 -,1072E+01   ,9996821 -,0197345 -,0156904
